date,title,artist,streams,year
2021-05-30,good 4 u,Olivia Rodrigo,10251400,2021
2021-05-31,good 4 u,Olivia Rodrigo,10827936,2021
2021-06-01,good 4 u,Olivia Rodrigo,11155793,2021
2021-06-02,good 4 u,Olivia Rodrigo,10981883,2021
2021-06-03,good 4 u,Olivia Rodrigo,10650862,2021
2021-06-04,good 4 u,Olivia Rodrigo,10773374,2021
2021-06-05,good 4 u,Olivia Rodrigo,10149002,2021
2021-06-06,good 4 u,Olivia Rodrigo,9122016,2021
2021-06-07,good 4 u,Olivia Rodrigo,9790074,2021
2021-06-08,good 4 u,Olivia Rodrigo,9756087,2021
2021-06-09,good 4 u,Olivia Rodrigo,9690648,2021
2021-06-10,good 4 u,Olivia Rodrigo,9630797,2021
2021-06-11,good 4 u,Olivia Rodrigo,9686544,2021
2021-06-12,good 4 u,Olivia Rodrigo,9086289,2021
2021-06-13,good 4 u,Olivia Rodrigo,8028485,2021
2021-06-14,good 4 u,Olivia Rodrigo,8578464,2021
2021-06-15,good 4 u,Olivia Rodrigo,8600822,2021
2021-06-16,good 4 u,Olivia Rodrigo,8499596,2021
2021-06-17,good 4 u,Olivia Rodrigo,8509557,2021
2021-06-18,good 4 u,Olivia Rodrigo,8643650,2021
2021-06-19,good 4 u,Olivia Rodrigo,8221390,2021
2021-06-20,good 4 u,Olivia Rodrigo,7403306,2021
2021-06-21,good 4 u,Olivia Rodrigo,7851007,2021
2021-06-22,good 4 u,Olivia Rodrigo,7973877,2021
2021-06-23,good 4 u,Olivia Rodrigo,7397613,2021
2021-06-24,good 4 u,Olivia Rodrigo,7962907,2021
2021-06-25,good 4 u,Olivia Rodrigo,8331221,2021
2021-06-26,good 4 u,Olivia Rodrigo,7913477,2021
2021-06-27,good 4 u,Olivia Rodrigo,6968783,2021
2021-06-28,good 4 u,Olivia Rodrigo,7332274,2021
2021-06-29,good 4 u,Olivia Rodrigo,7305852,2021
2021-06-30,good 4 u,Olivia Rodrigo,7479158,2021
2021-07-01,good 4 u,Olivia Rodrigo,7619256,2021
2021-07-02,good 4 u,Olivia Rodrigo,7833588,2021
2021-07-03,Beggin',Måneskin,7469689,2021
2021-07-04,Beggin',Måneskin,6842215,2021
2021-07-05,Beggin',Måneskin,7419960,2021
2021-07-06,Beggin',Måneskin,7441563,2021
2021-07-07,Beggin',Måneskin,7477144,2021
2021-07-08,Beggin',Måneskin,7579688,2021
2021-07-09,Beggin',Måneskin,7979485,2021
2021-07-10,Beggin',Måneskin,7745758,2021
2021-07-11,Beggin',Måneskin,6637529,2021
2021-07-12,Beggin',Måneskin,7344499,2021
2021-07-13,Beggin',Måneskin,7472902,2021
2021-07-14,Beggin',Måneskin,7467066,2021
2021-07-15,Beggin',Måneskin,7513162,2021
2021-07-16,Beggin',Måneskin,8005228,2021
2021-07-17,Beggin',Måneskin,7853264,2021
2021-07-18,Beggin',Måneskin,6887488,2021
2021-07-19,Beggin',Måneskin,7178321,2021
2021-07-20,Beggin',Måneskin,7072859,2021
2021-07-21,Beggin',Måneskin,7071961,2021
2021-07-22,Beggin',Måneskin,7296754,2021
2021-07-23,Beggin',Måneskin,7671841,2021
2021-07-24,Beggin',Måneskin,7433927,2021
2021-07-25,Beggin',Måneskin,6543620,2021
2021-07-26,Beggin',Måneskin,6872260,2021
2021-07-27,Beggin',Måneskin,6790330,2021
2021-07-28,STAY (with Justin Bieber),The Kid LAROI,6795123,2021
2021-07-29,STAY (with Justin Bieber),The Kid LAROI,7099850,2021
2021-07-30,STAY (with Justin Bieber),The Kid LAROI,7571984,2021
2021-07-31,STAY (with Justin Bieber),The Kid LAROI,7320577,2021
2021-08-01,STAY (with Justin Bieber),The Kid LAROI,6726013,2021
2021-08-02,STAY (with Justin Bieber),The Kid LAROI,7595743,2021
2021-08-03,STAY (with Justin Bieber),The Kid LAROI,7862246,2021
2021-08-04,STAY (with Justin Bieber),The Kid LAROI,8026832,2021
2021-08-05,STAY (with Justin Bieber),The Kid LAROI,8191918,2021
2021-08-06,STAY (with Justin Bieber),The Kid LAROI,8753889,2021
2021-08-07,STAY (with Justin Bieber),The Kid LAROI,8467844,2021
2021-08-08,STAY (with Justin Bieber),The Kid LAROI,7888790,2021
2021-08-09,STAY (with Justin Bieber),The Kid LAROI,8784905,2021
2021-08-10,STAY (with Justin Bieber),The Kid LAROI,8991272,2021
2021-08-11,STAY (with Justin Bieber),The Kid LAROI,9218788,2021
2021-08-12,STAY (with Justin Bieber),The Kid LAROI,9458607,2021
2021-08-13,STAY (with Justin Bieber),The Kid LAROI,10164435,2021
2021-08-14,STAY (with Justin Bieber),The Kid LAROI,10098844,2021
2021-08-15,STAY (with Justin Bieber),The Kid LAROI,9219571,2021
2021-08-16,STAY (with Justin Bieber),The Kid LAROI,9884175,2021
2021-08-17,STAY (with Justin Bieber),The Kid LAROI,9895085,2021
2021-08-18,STAY (with Justin Bieber),The Kid LAROI,9982963,2021
2021-08-19,STAY (with Justin Bieber),The Kid LAROI,10069363,2021
2021-08-20,STAY (with Justin Bieber),The Kid LAROI,10629302,2021
2021-08-21,STAY (with Justin Bieber),The Kid LAROI,10336899,2021
2021-08-22,STAY (with Justin Bieber),The Kid LAROI,9241474,2021
2021-08-23,STAY (with Justin Bieber),The Kid LAROI,10017033,2021
2021-08-24,STAY (with Justin Bieber),The Kid LAROI,10054172,2021
2021-08-25,STAY (with Justin Bieber),The Kid LAROI,10138589,2021
2021-08-26,STAY (with Justin Bieber),The Kid LAROI,10084941,2021
2021-08-27,STAY (with Justin Bieber),The Kid LAROI,10514624,2021
2021-08-28,STAY (with Justin Bieber),The Kid LAROI,10205533,2021
2021-08-29,STAY (with Justin Bieber),The Kid LAROI,9129011,2021
2021-08-30,STAY (with Justin Bieber),The Kid LAROI,9672910,2021
2021-08-31,STAY (with Justin Bieber),The Kid LAROI,9748082,2021
2021-09-01,STAY (with Justin Bieber),The Kid LAROI,9737271,2021
2021-09-02,STAY (with Justin Bieber),The Kid LAROI,9757111,2021
2021-09-03,Girls Want Girls (with Lil Baby),Drake,12384750,2021
2021-09-04,STAY (with Justin Bieber),The Kid LAROI,9923690,2021
2021-09-05,STAY (with Justin Bieber),The Kid LAROI,8788688,2021
2021-09-06,STAY (with Justin Bieber),The Kid LAROI,9215130,2021
2021-09-07,STAY (with Justin Bieber),The Kid LAROI,9207745,2021
2021-09-08,STAY (with Justin Bieber),The Kid LAROI,9217129,2021
2021-09-09,STAY (with Justin Bieber),The Kid LAROI,9147889,2021
2021-09-10,STAY (with Justin Bieber),The Kid LAROI,9593758,2021
2021-09-11,STAY (with Justin Bieber),The Kid LAROI,9422742,2021
2021-09-12,STAY (with Justin Bieber),The Kid LAROI,8345565,2021
2021-09-13,STAY (with Justin Bieber),The Kid LAROI,8730165,2021
2021-09-14,STAY (with Justin Bieber),The Kid LAROI,8747677,2021
2021-09-15,STAY (with Justin Bieber),The Kid LAROI,8780585,2021
2021-09-16,STAY (with Justin Bieber),The Kid LAROI,8792590,2021
2021-09-17,STAY (with Justin Bieber),The Kid LAROI,9581409,2021
2021-09-18,STAY (with Justin Bieber),The Kid LAROI,9578934,2021
2021-09-19,STAY (with Justin Bieber),The Kid LAROI,8276376,2021
2021-09-20,STAY (with Justin Bieber),The Kid LAROI,8527406,2021
2021-09-21,STAY (with Justin Bieber),The Kid LAROI,8491708,2021
2021-09-22,STAY (with Justin Bieber),The Kid LAROI,8469665,2021
2021-09-23,STAY (with Justin Bieber),The Kid LAROI,8459898,2021
2021-09-24,STAY (with Justin Bieber),The Kid LAROI,8887544,2021
2021-09-25,STAY (with Justin Bieber),The Kid LAROI,8702859,2021
2021-09-26,STAY (with Justin Bieber),The Kid LAROI,7500188,2021
2021-09-27,STAY (with Justin Bieber),The Kid LAROI,7724565,2021
2021-09-28,STAY (with Justin Bieber),The Kid LAROI,7670970,2021
2021-09-29,STAY (with Justin Bieber),The Kid LAROI,7685138,2021
2021-09-30,STAY (with Justin Bieber),The Kid LAROI,7714466,2021
2021-10-01,STAY (with Justin Bieber),The Kid LAROI,8070390,2021
2021-10-02,STAY (with Justin Bieber),The Kid LAROI,7997464,2021
2021-10-03,STAY (with Justin Bieber),The Kid LAROI,6865128,2021
2021-10-04,STAY (with Justin Bieber),The Kid LAROI,7014304,2021
2021-10-05,STAY (with Justin Bieber),The Kid LAROI,6995333,2021
2021-10-06,STAY (with Justin Bieber),The Kid LAROI,7035552,2021
2021-10-07,STAY (with Justin Bieber),The Kid LAROI,7063960,2021
2021-10-08,STAY (with Justin Bieber),The Kid LAROI,7617911,2021
2021-10-09,STAY (with Justin Bieber),The Kid LAROI,7607202,2021
2021-10-10,STAY (with Justin Bieber),The Kid LAROI,6498624,2021
2021-10-11,STAY (with Justin Bieber),The Kid LAROI,6605405,2021
2021-10-12,STAY (with Justin Bieber),The Kid LAROI,6576491,2021
2021-10-13,STAY (with Justin Bieber),The Kid LAROI,6574797,2021
2021-10-14,STAY (with Justin Bieber),The Kid LAROI,6640576,2021
2021-10-15,Easy On Me,Adele,19749704,2021
2021-10-16,Easy On Me,Adele,13271124,2021
2021-10-17,Easy On Me,Adele,10507473,2021
2021-10-18,Easy On Me,Adele,11333232,2021
2021-10-19,Easy On Me,Adele,10664000,2021
2021-10-20,Easy On Me,Adele,9975661,2021
2021-10-21,Easy On Me,Adele,9451738,2021
2021-10-22,Easy On Me,Adele,9545968,2021
2021-10-23,Easy On Me,Adele,8528749,2021
2021-10-24,Easy On Me,Adele,7343352,2021
2021-10-25,Easy On Me,Adele,8133946,2021
2021-10-26,Easy On Me,Adele,8083314,2021
2021-10-27,Easy On Me,Adele,7818520,2021
2021-10-28,Easy On Me,Adele,7627886,2021
2021-10-29,Easy On Me,Adele,7609729,2021
2021-10-30,Easy On Me,Adele,6856627,2021
2021-10-31,Easy On Me,Adele,5847087,2021
2021-11-01,Easy On Me,Adele,6340943,2021
2021-11-02,Easy On Me,Adele,6458442,2021
2021-11-03,Easy On Me,Adele,6477869,2021
2021-11-04,Easy On Me,Adele,6408653,2021
2021-11-05,Easy On Me,Adele,6534709,2021
2021-11-06,Easy On Me,Adele,6040734,2021
2021-11-07,Easy On Me,Adele,5362977,2021
2021-11-08,Easy On Me,Adele,5859323,2021
2021-11-09,Easy On Me,Adele,5836768,2021
2021-11-10,Easy On Me,Adele,5796146,2021
2021-11-11,Easy On Me,Adele,5654684,2021
2021-11-12,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,6673846,2021
2021-11-13,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,5887398,2021
2021-11-14,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,5489895,2021
2021-11-15,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,6433413,2021
2021-11-16,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,6181086,2021
2021-11-17,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,5799990,2021
2021-11-18,Easy On Me,Adele,5926483,2021
2021-11-19,Easy On Me,Adele,10407538,2021
2021-11-20,Easy On Me,Adele,8832817,2021
2021-11-21,Easy On Me,Adele,7454294,2021
2021-11-22,Easy On Me,Adele,8155329,2021
2021-11-23,Easy On Me,Adele,7864763,2021
2021-11-24,Easy On Me,Adele,7559544,2021
2021-11-25,Easy On Me,Adele,6986388,2021
2021-11-26,Easy On Me,Adele,6726144,2021
2021-11-27,Easy On Me,Adele,6470016,2021
2021-11-28,Easy On Me,Adele,5705064,2021
2021-11-29,Easy On Me,Adele,6032891,2021
2021-11-30,Easy On Me,Adele,6046613,2021
2021-12-01,Easy On Me,Adele,5859596,2021
2021-12-02,Easy On Me,Adele,5512205,2021
2021-12-03,Easy On Me,Adele,5542303,2021
2021-12-04,STAY (with Justin Bieber),The Kid LAROI,5422653,2021
2021-12-05,All I Want for Christmas Is You,Mariah Carey,4998721,2021
2021-12-06,Easy On Me,Adele,4818900,2021
2021-12-07,Easy On Me,Adele,4879068,2021
2021-12-08,Easy On Me,Adele,4801158,2021
2021-12-09,abcdefu,GAYLE,4872634,2021
2021-12-10,abcdefu,GAYLE,5186786,2021
2021-12-11,All I Want for Christmas Is You,Mariah Carey,5775682,2021
2021-12-12,All I Want for Christmas Is You,Mariah Carey,5076537,2021
2021-12-13,abcdefu,GAYLE,4834332,2021
2021-12-14,abcdefu,GAYLE,4937672,2021
2021-12-15,abcdefu,GAYLE,4967834,2021
2021-12-16,abcdefu,GAYLE,5015730,2021
2021-12-17,All I Want for Christmas Is You,Mariah Carey,5259091,2021
2021-12-18,All I Want for Christmas Is You,Mariah Carey,6165285,2021
2021-12-19,All I Want for Christmas Is You,Mariah Carey,5624976,2021
2021-12-20,All I Want for Christmas Is You,Mariah Carey,4845717,2021
