date,title,artist,streams,year
2020-05-07,Blinding Lights,The Weeknd,5365001,2020
2020-05-08,Stuck with U (with Justin Bieber),Ariana Grande,6583884,2020
2020-05-09,Blinding Lights,The Weeknd,5797170,2020
2020-05-10,Blinding Lights,The Weeknd,4823000,2020
2020-05-11,Blinding Lights,The Weeknd,4975531,2020
2020-05-12,Blinding Lights,The Weeknd,5100841,2020
2020-05-13,Blinding Lights,The Weeknd,5141913,2020
2020-05-14,Blinding Lights,The Weeknd,5188636,2020
2020-05-15,Blinding Lights,The Weeknd,5534594,2020
2020-05-16,Blinding Lights,The Weeknd,5577633,2020
2020-05-17,Blinding Lights,The Weeknd,4887079,2020
2020-05-18,Blinding Lights,The Weeknd,5064316,2020
2020-05-19,Blinding Lights,The Weeknd,5157310,2020
2020-05-20,Blinding Lights,The Weeknd,5444886,2020
2020-05-21,Blinding Lights,The Weeknd,5479005,2020
2020-05-22,Rain On Me (with Ariana Grande),Lady Gaga,6742704,2020
2020-05-23,Rain On Me (with Ariana Grande),Lady Gaga,5651453,2020
2020-05-24,Rain On Me (with Ariana Grande),Lady Gaga,4987906,2020
2020-05-25,Rain On Me (with Ariana Grande),Lady Gaga,5084540,2020
2020-05-26,ROCKSTAR (feat. Roddy Ricch),DaBaby,5165693,2020
2020-05-27,ROCKSTAR (feat. Roddy Ricch),DaBaby,5214303,2020
2020-05-28,ROCKSTAR (feat. Roddy Ricch),DaBaby,5277461,2020
2020-05-29,Rain On Me (with Ariana Grande),Lady Gaga,6894472,2020
2020-05-30,Rain On Me (with Ariana Grande),Lady Gaga,5695371,2020
2020-05-31,ROCKSTAR (feat. Roddy Ricch),DaBaby,4923188,2020
2020-06-01,ROCKSTAR (feat. Roddy Ricch),DaBaby,5144036,2020
2020-06-02,ROCKSTAR (feat. Roddy Ricch),DaBaby,5429276,2020
2020-06-03,ROCKSTAR (feat. Roddy Ricch),DaBaby,5593056,2020
2020-06-04,ROCKSTAR (feat. Roddy Ricch),DaBaby,5314017,2020
2020-06-05,ROCKSTAR (feat. Roddy Ricch),DaBaby,5605879,2020
2020-06-06,ROCKSTAR (feat. Roddy Ricch),DaBaby,5445985,2020
2020-06-07,ROCKSTAR (feat. Roddy Ricch),DaBaby,4771317,2020
2020-06-08,ROCKSTAR (feat. Roddy Ricch),DaBaby,5187786,2020
2020-06-09,ROCKSTAR (feat. Roddy Ricch),DaBaby,5218425,2020
2020-06-10,ROCKSTAR (feat. Roddy Ricch),DaBaby,5249321,2020
2020-06-11,ROCKSTAR (feat. Roddy Ricch),DaBaby,5262811,2020
2020-06-12,Blinding Lights,The Weeknd,5200850,2020
2020-06-13,Blinding Lights,The Weeknd,5252924,2020
2020-06-14,Blinding Lights,The Weeknd,4516393,2020
2020-06-15,ROCKSTAR (feat. Roddy Ricch),DaBaby,4791574,2020
2020-06-16,ROCKSTAR (feat. Roddy Ricch),DaBaby,4954729,2020
2020-06-17,ROCKSTAR (feat. Roddy Ricch),DaBaby,4925373,2020
2020-06-18,ROCKSTAR (feat. Roddy Ricch),DaBaby,5069405,2020
2020-06-19,ROCKSTAR (feat. Roddy Ricch),DaBaby,5602189,2020
2020-06-20,ROCKSTAR (feat. Roddy Ricch),DaBaby,5571679,2020
2020-06-21,ROCKSTAR (feat. Roddy Ricch),DaBaby,4820476,2020
2020-06-22,ROCKSTAR (feat. Roddy Ricch),DaBaby,5172802,2020
2020-06-23,ROCKSTAR (feat. Roddy Ricch),DaBaby,5379475,2020
2020-06-24,ROCKSTAR (feat. Roddy Ricch),DaBaby,5383724,2020
2020-06-25,ROCKSTAR (feat. Roddy Ricch),DaBaby,5441301,2020
2020-06-26,ROCKSTAR (feat. Roddy Ricch),DaBaby,5726806,2020
2020-06-27,ROCKSTAR (feat. Roddy Ricch),DaBaby,5557296,2020
2020-06-28,ROCKSTAR (feat. Roddy Ricch),DaBaby,4887153,2020
2020-06-29,ROCKSTAR (feat. Roddy Ricch),DaBaby,5227500,2020
2020-06-30,ROCKSTAR (feat. Roddy Ricch),DaBaby,5312739,2020
2020-07-01,ROCKSTAR (feat. Roddy Ricch),DaBaby,5434158,2020
2020-07-02,ROCKSTAR (feat. Roddy Ricch),DaBaby,5639584,2020
2020-07-03,ROCKSTAR (feat. Roddy Ricch),DaBaby,5886504,2020
2020-07-04,ROCKSTAR (feat. Roddy Ricch),DaBaby,5737050,2020
2020-07-05,ROCKSTAR (feat. Roddy Ricch),DaBaby,4984043,2020
2020-07-06,ROCKSTAR (feat. Roddy Ricch),DaBaby,5349441,2020
2020-07-07,ROCKSTAR (feat. Roddy Ricch),DaBaby,5367292,2020
2020-07-08,ROCKSTAR (feat. Roddy Ricch),DaBaby,5399154,2020
2020-07-09,ROCKSTAR (feat. Roddy Ricch),DaBaby,5390913,2020
2020-07-10,ROCKSTAR (feat. Roddy Ricch),DaBaby,5530827,2020
2020-07-11,ROCKSTAR (feat. Roddy Ricch),DaBaby,5614340,2020
2020-07-12,ROCKSTAR (feat. Roddy Ricch),DaBaby,4926196,2020
2020-07-13,ROCKSTAR (feat. Roddy Ricch),DaBaby,5191584,2020
2020-07-14,ROCKSTAR (feat. Roddy Ricch),DaBaby,5154911,2020
2020-07-15,ROCKSTAR (feat. Roddy Ricch),DaBaby,5287167,2020
2020-07-16,ROCKSTAR (feat. Roddy Ricch),DaBaby,5294768,2020
2020-07-17,ROCKSTAR (feat. Roddy Ricch),DaBaby,5599864,2020
2020-07-18,ROCKSTAR (feat. Roddy Ricch),DaBaby,5514173,2020
2020-07-19,ROCKSTAR (feat. Roddy Ricch),DaBaby,4752682,2020
2020-07-20,ROCKSTAR (feat. Roddy Ricch),DaBaby,4956063,2020
2020-07-21,ROCKSTAR (feat. Roddy Ricch),DaBaby,4946444,2020
2020-07-22,ROCKSTAR (feat. Roddy Ricch),DaBaby,4916387,2020
2020-07-23,ROCKSTAR (feat. Roddy Ricch),DaBaby,5008490,2020
2020-07-24,cardigan,Taylor Swift,7742178,2020
2020-07-25,cardigan,Taylor Swift,5621828,2020
2020-07-26,cardigan,Taylor Swift,4657451,2020
2020-07-27,cardigan,Taylor Swift,4946260,2020
2020-07-28,ROCKSTAR (feat. Roddy Ricch),DaBaby,4637501,2020
2020-07-29,ROCKSTAR (feat. Roddy Ricch),DaBaby,4646187,2020
2020-07-30,ROCKSTAR (feat. Roddy Ricch),DaBaby,4694952,2020
2020-07-31,my future,Billie Eilish,5183389,2020
2020-08-01,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4876318,2020
2020-08-02,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4177063,2020
2020-08-03,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4456857,2020
2020-08-04,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4488808,2020
2020-08-05,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4557885,2020
2020-08-06,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4639501,2020
2020-08-07,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4963348,2020
2020-08-08,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4956040,2020
2020-08-09,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4250259,2020
2020-08-10,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",4449716,2020
2020-08-11,WAP (feat. Megan Thee Stallion),Cardi B,4769888,2020
2020-08-12,WAP (feat. Megan Thee Stallion),Cardi B,5091081,2020
2020-08-13,WAP (feat. Megan Thee Stallion),Cardi B,5257663,2020
2020-08-14,WAP (feat. Megan Thee Stallion),Cardi B,5811775,2020
2020-08-15,WAP (feat. Megan Thee Stallion),Cardi B,5689375,2020
2020-08-16,WAP (feat. Megan Thee Stallion),Cardi B,5088490,2020
2020-08-17,WAP (feat. Megan Thee Stallion),Cardi B,5616293,2020
2020-08-18,WAP (feat. Megan Thee Stallion),Cardi B,5979636,2020
2020-08-19,WAP (feat. Megan Thee Stallion),Cardi B,5974050,2020
2020-08-20,WAP (feat. Megan Thee Stallion),Cardi B,6107504,2020
2020-08-21,Dynamite,BTS,7778950,2020
2020-08-22,WAP (feat. Megan Thee Stallion),Cardi B,6424241,2020
2020-08-23,WAP (feat. Megan Thee Stallion),Cardi B,5741986,2020
2020-08-24,WAP (feat. Megan Thee Stallion),Cardi B,5992613,2020
2020-08-25,WAP (feat. Megan Thee Stallion),Cardi B,6104322,2020
2020-08-26,WAP (feat. Megan Thee Stallion),Cardi B,6313984,2020
2020-08-27,WAP (feat. Megan Thee Stallion),Cardi B,6392816,2020
2020-08-28,WAP (feat. Megan Thee Stallion),Cardi B,7090370,2020
2020-08-29,WAP (feat. Megan Thee Stallion),Cardi B,6924489,2020
2020-08-30,WAP (feat. Megan Thee Stallion),Cardi B,6143415,2020
2020-08-31,WAP (feat. Megan Thee Stallion),Cardi B,6231089,2020
2020-09-01,WAP (feat. Megan Thee Stallion),Cardi B,6466204,2020
2020-09-02,WAP (feat. Megan Thee Stallion),Cardi B,6518367,2020
2020-09-03,WAP (feat. Megan Thee Stallion),Cardi B,6603308,2020
2020-09-04,WAP (feat. Megan Thee Stallion),Cardi B,7175768,2020
2020-09-05,WAP (feat. Megan Thee Stallion),Cardi B,7066219,2020
2020-09-06,WAP (feat. Megan Thee Stallion),Cardi B,6054319,2020
2020-09-07,WAP (feat. Megan Thee Stallion),Cardi B,6058530,2020
2020-09-08,WAP (feat. Megan Thee Stallion),Cardi B,5992721,2020
2020-09-09,WAP (feat. Megan Thee Stallion),Cardi B,6025843,2020
2020-09-10,WAP (feat. Megan Thee Stallion),Cardi B,6146475,2020
2020-09-11,WAP (feat. Megan Thee Stallion),Cardi B,6559730,2020
2020-09-12,WAP (feat. Megan Thee Stallion),Cardi B,6558759,2020
2020-09-13,WAP (feat. Megan Thee Stallion),Cardi B,5655735,2020
2020-09-14,WAP (feat. Megan Thee Stallion),Cardi B,5724284,2020
2020-09-15,WAP (feat. Megan Thee Stallion),Cardi B,5815149,2020
2020-09-16,WAP (feat. Megan Thee Stallion),Cardi B,5796622,2020
2020-09-17,WAP (feat. Megan Thee Stallion),Cardi B,5823544,2020
2020-09-18,Mood (feat. iann dior),24kGoldn,6367748,2020
2020-09-19,Mood (feat. iann dior),24kGoldn,6261261,2020
2020-09-20,Mood (feat. iann dior),24kGoldn,5417667,2020
2020-09-21,Mood (feat. iann dior),24kGoldn,5773132,2020
2020-09-22,Mood (feat. iann dior),24kGoldn,5894202,2020
2020-09-23,Mood (feat. iann dior),24kGoldn,5861032,2020
2020-09-24,Mood (feat. iann dior),24kGoldn,5925935,2020
2020-09-25,Mood (feat. iann dior),24kGoldn,6319034,2020
2020-09-26,Mood (feat. iann dior),24kGoldn,6065515,2020
2020-09-27,Mood (feat. iann dior),24kGoldn,5168026,2020
2020-09-28,Mood (feat. iann dior),24kGoldn,5512710,2020
2020-09-29,Mood (feat. iann dior),24kGoldn,5600990,2020
2020-09-30,Mood (feat. iann dior),24kGoldn,5613131,2020
2020-10-01,Mood (feat. iann dior),24kGoldn,5681338,2020
2020-10-02,Mood (feat. iann dior),24kGoldn,6085202,2020
2020-10-03,Mood (feat. iann dior),24kGoldn,5875077,2020
2020-10-04,Mood (feat. iann dior),24kGoldn,4999650,2020
2020-10-05,Mood (feat. iann dior),24kGoldn,5217441,2020
2020-10-06,Mood (feat. iann dior),24kGoldn,5199275,2020
2020-10-07,Mood (feat. iann dior),24kGoldn,5258599,2020
2020-10-08,Mood (feat. iann dior),24kGoldn,5275318,2020
2020-10-09,Mood (feat. iann dior),24kGoldn,5753972,2020
2020-10-10,Mood (feat. iann dior),24kGoldn,5620098,2020
2020-10-11,Mood (feat. iann dior),24kGoldn,4830495,2020
2020-10-12,Mood (feat. iann dior),24kGoldn,4969795,2020
2020-10-13,Mood (feat. iann dior),24kGoldn,5018434,2020
2020-10-14,Mood (feat. iann dior),24kGoldn,5098807,2020
2020-10-15,Mood (feat. iann dior),24kGoldn,5165255,2020
2020-10-16,Mood (feat. iann dior),24kGoldn,5510031,2020
2020-10-17,Mood (feat. iann dior),24kGoldn,5397345,2020
2020-10-18,Mood (feat. iann dior),24kGoldn,4705638,2020
2020-10-19,Mood (feat. iann dior),24kGoldn,4959955,2020
2020-10-20,Mood (feat. iann dior),24kGoldn,4997856,2020
2020-10-21,Mood (feat. iann dior),24kGoldn,5029927,2020
2020-10-22,Mood (feat. iann dior),24kGoldn,5108422,2020
2020-10-23,positions,Ariana Grande,7625423,2020
2020-10-24,positions,Ariana Grande,6517132,2020
2020-10-25,positions,Ariana Grande,5562474,2020
2020-10-26,positions,Ariana Grande,5763343,2020
2020-10-27,positions,Ariana Grande,5648016,2020
2020-10-28,positions,Ariana Grande,5418343,2020
2020-10-29,positions,Ariana Grande,5328206,2020
2020-10-30,positions,Ariana Grande,7829519,2020
2020-10-31,positions,Ariana Grande,6396150,2020
2020-11-01,positions,Ariana Grande,5102504,2020
2020-11-02,positions,Ariana Grande,5661259,2020
2020-11-03,DÁKITI,"Bad Bunny, Jhay Cortez",5624715,2020
2020-11-04,DÁKITI,"Bad Bunny, Jhay Cortez",6381629,2020
2020-11-05,DÁKITI,"Bad Bunny, Jhay Cortez",6886630,2020
2020-11-06,DÁKITI,"Bad Bunny, Jhay Cortez",7693139,2020
2020-11-07,DÁKITI,"Bad Bunny, Jhay Cortez",7854275,2020
2020-11-08,DÁKITI,"Bad Bunny, Jhay Cortez",6949922,2020
2020-11-09,DÁKITI,"Bad Bunny, Jhay Cortez",7281637,2020
2020-11-10,DÁKITI,"Bad Bunny, Jhay Cortez",7697337,2020
2020-11-11,DÁKITI,"Bad Bunny, Jhay Cortez",7744326,2020
2020-11-12,DÁKITI,"Bad Bunny, Jhay Cortez",7808626,2020
2020-11-13,DÁKITI,"Bad Bunny, Jhay Cortez",8023337,2020
2020-11-14,DÁKITI,"Bad Bunny, Jhay Cortez",8118121,2020
2020-11-15,DÁKITI,"Bad Bunny, Jhay Cortez",7101188,2020
2020-11-16,DÁKITI,"Bad Bunny, Jhay Cortez",6953219,2020
2020-11-17,DÁKITI,"Bad Bunny, Jhay Cortez",6832107,2020
2020-11-18,DÁKITI,"Bad Bunny, Jhay Cortez",6821027,2020
2020-11-19,DÁKITI,"Bad Bunny, Jhay Cortez",6878035,2020
2020-11-20,DÁKITI,"Bad Bunny, Jhay Cortez",7390396,2020
2020-11-21,DÁKITI,"Bad Bunny, Jhay Cortez",7616381,2020
2020-11-22,DÁKITI,"Bad Bunny, Jhay Cortez",6685011,2020
2020-11-23,DÁKITI,"Bad Bunny, Jhay Cortez",6458108,2020
2020-11-24,DÁKITI,"Bad Bunny, Jhay Cortez",6456349,2020
2020-11-25,DÁKITI,"Bad Bunny, Jhay Cortez",6436202,2020
2020-11-26,DÁKITI,"Bad Bunny, Jhay Cortez",6644196,2020
2020-11-27,DÁKITI,"Bad Bunny, Jhay Cortez",10086143,2020
2020-11-28,DÁKITI,"Bad Bunny, Jhay Cortez",8897180,2020
2020-11-29,DÁKITI,"Bad Bunny, Jhay Cortez",7317982,2020
2020-11-30,DÁKITI,"Bad Bunny, Jhay Cortez",7056286,2020
2020-12-01,DÁKITI,"Bad Bunny, Jhay Cortez",6868359,2020
2020-12-02,DÁKITI,"Bad Bunny, Jhay Cortez",6679357,2020
2020-12-03,DÁKITI,"Bad Bunny, Jhay Cortez",6438786,2020
2020-12-04,DÁKITI,"Bad Bunny, Jhay Cortez",6694935,2020
2020-12-05,DÁKITI,"Bad Bunny, Jhay Cortez",6844150,2020
2020-12-06,DÁKITI,"Bad Bunny, Jhay Cortez",6016657,2020
2020-12-07,DÁKITI,"Bad Bunny, Jhay Cortez",5875955,2020
2020-12-08,DÁKITI,"Bad Bunny, Jhay Cortez",5678319,2020
2020-12-09,DÁKITI,"Bad Bunny, Jhay Cortez",5711057,2020
2020-12-10,DÁKITI,"Bad Bunny, Jhay Cortez",5700703,2020
2020-12-11,willow,Taylor Swift,7268039,2020
2020-12-12,DÁKITI,"Bad Bunny, Jhay Cortez",6097228,2020
2020-12-13,DÁKITI,"Bad Bunny, Jhay Cortez",5332461,2020
2020-12-14,DÁKITI,"Bad Bunny, Jhay Cortez",5196506,2020
2020-12-15,DÁKITI,"Bad Bunny, Jhay Cortez",5293456,2020
2020-12-16,DÁKITI,"Bad Bunny, Jhay Cortez",5319063,2020
2020-12-17,DÁKITI,"Bad Bunny, Jhay Cortez",5356177,2020
2020-12-18,DÁKITI,"Bad Bunny, Jhay Cortez",5675120,2020
2020-12-19,All I Want for Christmas Is You,Mariah Carey,6251637,2020
2020-12-20,All I Want for Christmas Is You,Mariah Carey,5803653,2020
2020-12-21,All I Want for Christmas Is You,Mariah Carey,5186777,2020
2020-12-22,All I Want for Christmas Is You,Mariah Carey,5726766,2020
2020-12-23,All I Want for Christmas Is You,Mariah Carey,7716516,2020
2020-12-24,All I Want for Christmas Is You,Mariah Carey,17223237,2020
2020-12-25,All I Want for Christmas Is You,Mariah Carey,13573228,2020
2020-12-26,DÁKITI,"Bad Bunny, Jhay Cortez",4632324,2020
2020-12-27,DÁKITI,"Bad Bunny, Jhay Cortez",4562758,2020
2020-12-28,DÁKITI,"Bad Bunny, Jhay Cortez",4746459,2020
2020-12-29,DÁKITI,"Bad Bunny, Jhay Cortez",4833877,2020
2020-12-30,DÁKITI,"Bad Bunny, Jhay Cortez",4956130,2020
2020-12-31,DÁKITI,"Bad Bunny, Jhay Cortez",5921656,2020
2021-01-01,DÁKITI,"Bad Bunny, Jhay Cortez",5065542,2021
2021-01-02,DÁKITI,"Bad Bunny, Jhay Cortez",4375903,2021
2021-01-03,DÁKITI,"Bad Bunny, Jhay Cortez",4231750,2021
2021-01-04,DÁKITI,"Bad Bunny, Jhay Cortez",4504239,2021
2021-01-05,DÁKITI,"Bad Bunny, Jhay Cortez",4510722,2021
2021-01-06,DÁKITI,"Bad Bunny, Jhay Cortez",4395070,2021
2021-01-07,DÁKITI,"Bad Bunny, Jhay Cortez",4461715,2021
2021-01-08,DÁKITI,"Bad Bunny, Jhay Cortez",4708270,2021
2021-01-09,DÁKITI,"Bad Bunny, Jhay Cortez",4697088,2021
2021-01-10,drivers license,Olivia Rodrigo,7478692,2021
2021-01-11,drivers license,Olivia Rodrigo,11510867,2021
2021-01-12,drivers license,Olivia Rodrigo,13412192,2021
2021-01-13,drivers license,Olivia Rodrigo,13628143,2021
2021-01-14,drivers license,Olivia Rodrigo,13701177,2021
2021-01-15,drivers license,Olivia Rodrigo,13714177,2021
2021-01-16,drivers license,Olivia Rodrigo,12110121,2021
2021-01-17,drivers license,Olivia Rodrigo,10936609,2021
2021-01-18,drivers license,Olivia Rodrigo,11486394,2021
2021-01-19,drivers license,Olivia Rodrigo,11281037,2021
2021-01-20,drivers license,Olivia Rodrigo,10865246,2021
2021-01-21,drivers license,Olivia Rodrigo,10370461,2021
2021-01-22,drivers license,Olivia Rodrigo,10558561,2021
2021-01-23,drivers license,Olivia Rodrigo,9741210,2021
2021-01-24,drivers license,Olivia Rodrigo,8673168,2021
2021-01-25,drivers license,Olivia Rodrigo,9330331,2021
2021-01-26,drivers license,Olivia Rodrigo,9015604,2021
2021-01-27,drivers license,Olivia Rodrigo,8805558,2021
2021-01-28,drivers license,Olivia Rodrigo,8556643,2021
2021-01-29,drivers license,Olivia Rodrigo,8616958,2021
2021-01-30,drivers license,Olivia Rodrigo,8044624,2021
2021-01-31,drivers license,Olivia Rodrigo,7298710,2021
2021-02-01,drivers license,Olivia Rodrigo,7647230,2021
2021-02-02,drivers license,Olivia Rodrigo,7593724,2021
2021-02-03,drivers license,Olivia Rodrigo,7548738,2021
2021-02-04,drivers license,Olivia Rodrigo,7416631,2021
2021-02-05,drivers license,Olivia Rodrigo,7496650,2021
2021-02-06,drivers license,Olivia Rodrigo,7185708,2021
2021-02-07,drivers license,Olivia Rodrigo,6482893,2021
2021-02-08,drivers license,Olivia Rodrigo,6641275,2021
2021-02-09,drivers license,Olivia Rodrigo,6798934,2021
2021-02-10,drivers license,Olivia Rodrigo,6741481,2021
2021-02-11,drivers license,Olivia Rodrigo,6656276,2021
2021-02-12,drivers license,Olivia Rodrigo,6728805,2021
2021-02-13,drivers license,Olivia Rodrigo,6426372,2021
2021-02-14,drivers license,Olivia Rodrigo,5900726,2021
2021-02-15,drivers license,Olivia Rodrigo,5990249,2021
2021-02-16,drivers license,Olivia Rodrigo,5924823,2021
2021-02-17,drivers license,Olivia Rodrigo,5974423,2021
2021-02-18,drivers license,Olivia Rodrigo,5916117,2021
2021-02-19,drivers license,Olivia Rodrigo,5981152,2021
2021-02-20,drivers license,Olivia Rodrigo,5790121,2021
2021-02-21,drivers license,Olivia Rodrigo,5400124,2021
2021-02-22,drivers license,Olivia Rodrigo,5722693,2021
2021-02-23,drivers license,Olivia Rodrigo,5756157,2021
2021-02-24,drivers license,Olivia Rodrigo,5720790,2021
2021-02-25,drivers license,Olivia Rodrigo,5646998,2021
2021-02-26,drivers license,Olivia Rodrigo,5700167,2021
2021-02-27,drivers license,Olivia Rodrigo,5521049,2021
2021-02-28,drivers license,Olivia Rodrigo,5040351,2021
2021-03-01,drivers license,Olivia Rodrigo,5202794,2021
2021-03-02,drivers license,Olivia Rodrigo,5198732,2021
2021-03-03,drivers license,Olivia Rodrigo,5184364,2021
2021-03-04,drivers license,Olivia Rodrigo,5219499,2021
2021-03-05,What’s Next,Drake,6856433,2021
2021-03-06,drivers license,Olivia Rodrigo,5129429,2021
2021-03-07,drivers license,Olivia Rodrigo,4603208,2021
2021-03-08,drivers license,Olivia Rodrigo,4834156,2021
2021-03-09,drivers license,Olivia Rodrigo,4864711,2021
2021-03-10,drivers license,Olivia Rodrigo,4844805,2021
2021-03-11,drivers license,Olivia Rodrigo,4800387,2021
2021-03-12,drivers license,Olivia Rodrigo,4891148,2021
2021-03-13,drivers license,Olivia Rodrigo,4760105,2021
2021-03-14,drivers license,Olivia Rodrigo,4286075,2021
2021-03-15,drivers license,Olivia Rodrigo,4383097,2021
2021-03-16,drivers license,Olivia Rodrigo,4454296,2021
2021-03-17,drivers license,Olivia Rodrigo,4482038,2021
2021-03-18,drivers license,Olivia Rodrigo,4425674,2021
2021-03-19,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,5743257,2021
2021-03-20,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,5942931,2021
2021-03-21,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,5349249,2021
2021-03-22,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6138630,2021
2021-03-23,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6347170,2021
2021-03-24,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6389660,2021
2021-03-25,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6491227,2021
2021-03-26,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,7167120,2021
2021-03-27,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6948924,2021
2021-03-28,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6094110,2021
2021-03-29,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6933350,2021
2021-03-30,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,7307207,2021
2021-03-31,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,7395768,2021
2021-04-01,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,7540770,2021
2021-04-02,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,7638571,2021
2021-04-03,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,7627275,2021
2021-04-04,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6931781,2021
2021-04-05,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,7313467,2021
2021-04-06,MONTERO (Call Me By Your Name),Lil Nas X,7779930,2021
2021-04-07,MONTERO (Call Me By Your Name),Lil Nas X,7773778,2021
2021-04-08,MONTERO (Call Me By Your Name),Lil Nas X,7872014,2021
2021-04-09,MONTERO (Call Me By Your Name),Lil Nas X,8588023,2021
2021-04-10,MONTERO (Call Me By Your Name),Lil Nas X,8182723,2021
2021-04-11,MONTERO (Call Me By Your Name),Lil Nas X,7264205,2021
2021-04-12,MONTERO (Call Me By Your Name),Lil Nas X,7777515,2021
2021-04-13,MONTERO (Call Me By Your Name),Lil Nas X,8061168,2021
2021-04-14,MONTERO (Call Me By Your Name),Lil Nas X,7996867,2021
2021-04-15,MONTERO (Call Me By Your Name),Lil Nas X,7712111,2021
2021-04-16,MONTERO (Call Me By Your Name),Lil Nas X,8085206,2021
2021-04-17,MONTERO (Call Me By Your Name),Lil Nas X,7809252,2021
2021-04-18,MONTERO (Call Me By Your Name),Lil Nas X,6814849,2021
2021-04-19,MONTERO (Call Me By Your Name),Lil Nas X,7316172,2021
2021-04-20,MONTERO (Call Me By Your Name),Lil Nas X,7315661,2021
2021-04-21,MONTERO (Call Me By Your Name),Lil Nas X,7183346,2021
2021-04-22,MONTERO (Call Me By Your Name),Lil Nas X,7182822,2021
2021-04-23,MONTERO (Call Me By Your Name),Lil Nas X,7717053,2021
2021-04-24,MONTERO (Call Me By Your Name),Lil Nas X,7630543,2021
2021-04-25,MONTERO (Call Me By Your Name),Lil Nas X,6632486,2021
2021-04-26,MONTERO (Call Me By Your Name),Lil Nas X,7042363,2021
2021-04-27,MONTERO (Call Me By Your Name),Lil Nas X,7040623,2021
2021-04-28,MONTERO (Call Me By Your Name),Lil Nas X,7009987,2021
2021-04-29,MONTERO (Call Me By Your Name),Lil Nas X,6982221,2021
2021-04-30,MONTERO (Call Me By Your Name),Lil Nas X,7431064,2021
2021-05-01,MONTERO (Call Me By Your Name),Lil Nas X,7101202,2021
2021-05-02,MONTERO (Call Me By Your Name),Lil Nas X,6197914,2021
2021-05-03,MONTERO (Call Me By Your Name),Lil Nas X,6426947,2021
2021-05-04,MONTERO (Call Me By Your Name),Lil Nas X,6500007,2021
2021-05-05,MONTERO (Call Me By Your Name),Lil Nas X,6466983,2021
2021-05-06,MONTERO (Call Me By Your Name),Lil Nas X,6417792,2021
2021-05-07,MONTERO (Call Me By Your Name),Lil Nas X,6842410,2021
2021-05-08,MONTERO (Call Me By Your Name),Lil Nas X,6651404,2021
2021-05-09,MONTERO (Call Me By Your Name),Lil Nas X,5752475,2021
2021-05-10,MONTERO (Call Me By Your Name),Lil Nas X,5902812,2021
2021-05-11,MONTERO (Call Me By Your Name),Lil Nas X,5946870,2021
2021-05-12,MONTERO (Call Me By Your Name),Lil Nas X,6130849,2021
2021-05-13,MONTERO (Call Me By Your Name),Lil Nas X,5996776,2021
2021-05-14,a m a r i,J. Cole,6595971,2021
2021-05-15,MONTERO (Call Me By Your Name),Lil Nas X,6203113,2021
2021-05-16,MONTERO (Call Me By Your Name),Lil Nas X,5453768,2021
2021-05-17,good 4 u,Olivia Rodrigo,6252493,2021
2021-05-18,good 4 u,Olivia Rodrigo,7075998,2021
2021-05-19,good 4 u,Olivia Rodrigo,7893211,2021
2021-05-20,good 4 u,Olivia Rodrigo,8500466,2021
2021-05-21,good 4 u,Olivia Rodrigo,12192526,2021
2021-05-22,good 4 u,Olivia Rodrigo,11607946,2021
2021-05-23,good 4 u,Olivia Rodrigo,10823528,2021
2021-05-24,good 4 u,Olivia Rodrigo,12200817,2021
2021-05-25,good 4 u,Olivia Rodrigo,12586645,2021
2021-05-26,good 4 u,Olivia Rodrigo,12428245,2021
2021-05-27,good 4 u,Olivia Rodrigo,12292053,2021
2021-05-28,good 4 u,Olivia Rodrigo,11768671,2021
2021-05-29,good 4 u,Olivia Rodrigo,11365323,2021
